2gVhfX2Gy1T9kDuS9azrF7,willow,Taylor Swift,evermore (deluxe version),2021-01-07,pop,,214.707,0.574,0.392,0.833,,-9.195
1gcyHQpBQ1lfXGdhZmWrHP,champagne problems,Taylor Swift,evermore (deluxe version),2021-01-07,pop,True,244.0,0.24,0.462,0.92,0.113,-12.077
3Dby3p1m6IOZn2gIIqECgK,gold rush,Taylor Swift,evermore (deluxe version),2021-01-07,pop,True,185.32,0.462,0.512,0.83,0.121,-10.491
6sQckd3Z8NPxVVKUnavY1F,,Taylor Swift,evermore (deluxe version),2021-01-07,pop,False,229.84,0.434,0.575,0.735,0.105,-8.193
6lCvK2AR2uOKkVFCVlAzzm,tolerate it,Taylor Swift,evermore (deluxe version),2021-01-07,pop,,245.44,0.361,0.316,0.878,0.0797,-10.381
6uwfVkaOM1mcMkFmSn35ix,,Taylor Swift,,2021-01-07,pop,False,215.627,0.613,0.546,0.418,0.103,-7.589
55Vf4bimc1Rtfg0PAQRAo2,happiness,Taylor Swift,evermore (deluxe version),,pop,True,315.147,0.334,0.559,0.87,0.114,-10.733
66tOfHVH3aUrscg8vExRV4,dorothea,Taylor Swift,evermore (deluxe version),2021-01-07,pop,False,225.88,0.488,0.605,0.696,0.129,-8.322
2awNGIJHodfLZSClB3PYhz,coney island (feat. The National),Taylor Swift,evermore (deluxe version),2021-01-07,pop,False,275.32,0.537,0.537,0.819,0.142,-11.266
43Ykum9T72UOPhBN31grpN,ivy,Taylor Swift,evermore (deluxe version),2021-01-07,pop,True,260.44,0.545,0.515,0.855,0.0921,-9.277
52OkpDsU6MmPx1AwGOb6Ap,cowboy like me,Taylor Swift,evermore (deluxe version),2021-01-07,pop,True,275.04,0.517,0.604,0.768,0.123,-9.014
5VYWxXUpxuxEmCqMLDqICo,long story short,Taylor Swift,evermore (deluxe version),2021-01-07,pop,False,215.92,0.73,0.546,0.66,0.0972,-7.704
5uICWmZTLkpEVbK22PBP6e,marjorie,,evermore (deluxe version),2021-01-07,pop,False,257.773,0.561,0.535,0.876,0.115,-11.609
6a8aUhYbaQBUI8PcJ5ZmQ6,closure,Taylor Swift,evermore (deluxe version),2021-01-07,pop,False,180.653,0.704,0.689,0.835,0.134,-10.813
6Wlq9rqkxrqj5Kls4Kw14H,evermore (feat. Bon Iver),Taylor Swift,evermore (deluxe version),2021-01-07,pop,False,304.107,0.27,0.39,0.937,0.111,-10.673
3zwMVvkBe2qIKDObWgXw4N,right where you left me - bonus track,Taylor Swift,,2021-01-07,pop,False,245.027,0.619,0.581,0.769,0.117,-6.524
1kdWw77ZpYOkhxeuhzU1j6,it’s time to go - bonus track,Taylor Swift,evermore (deluxe version),2021-01-07,pop,False,254.64,0.41,0.592,0.801,0.09,-12.426
43rA71bccXFGD4C8GOpIlN,I Forgot That You Existed,Taylor Swift,Lover,2019-08-23,pop,False,170.64,0.316,0.664,0.298,0.0812,-10.345
1BxfuPKGuaTgP7aM0Bbdwr,Cruel Summer,Taylor Swift,Lover,2019-08-23,pop,False,178.427,0.702,0.552,0.117,0.105,-5.707
1dGr1c8CrMLDpV6mPbImSI,Lover,Taylor Swift,Lover,2019-08-23,pop,False,221.307,0.543,0.359,0.492,0.118,-7.582
3RauEVgRgj1IuWdJ9fDs70,The Man,Taylor Swift,Lover,2019-08-23,pop,False,190.36,0.658,0.777,0.0767,0.0901,-5.191
3pHkh7d0lzM2AldUtz2x37,The Archer,Taylor Swift,Lover,2019-08-23,pop,False,211.24,0.574,0.292,0.12,0.0663,-9.375
2YWtcWi3a83pdEg3Gif4Pd,I Think He Knows,Taylor Swift,Lover,2019-08-23,pop,False,173.387,0.366,0.897,0.00889,0.0715,-8.029
214nt20w5wOxJnY462klLw,Miss Americana & The Heartbreak Prince,Taylor Swift,Lover,2019-08-23,pop,False,234.147,0.747,0.662,0.028,0.138,-6.926
4y5bvROuBDPr5fuwXbIBZR,Paper Rings,Taylor Swift,Lover,2019-08-23,pop,False,222.4,0.719,0.811,0.0129,0.0742,-6.553
12M5uqx0ZuwkpLp5rJim1a,Cornelia Street,Taylor Swift,Lover,2019-08-23,pop,False,287.267,0.624,0.824,0.781,0.1,-9.728
2dgFqt3w9xIQRjhPtwNk3D,Death By A Thousand Cuts,Taylor Swift,Lover,2019-08-23,pop,False,198.533,0.732,0.712,0.454,0.319,-6.754
1LLXZFeAHK9R4xUramtUKw,,Taylor Swift,Lover,2019-08-23,pop,False,190.24,0.71,0.695,0.0246,0.133,-6.639
4AYtqFyFbX0Xkc2wtcygTr,,Taylor Swift,Lover,2019-08-23,pop,False,201.587,0.182,0.433,0.907,0.123,-12.566
5hQSXkFgbxjZo9uCwd11so,False God,Taylor Swift,,2019-08-23,pop,False,200.307,0.32,0.739,0.736,0.111,-10.862
6RRNNciQGZEXnqk8SQ9yv5,You Need To Calm Down,Taylor Swift,Lover,2019-08-23,pop,False,171.36,0.671,0.771,0.00929,0.0637,-5.617
1SymEzIT3H8UZfibCs3TYi,Afterglow,Taylor Swift,Lover,2019-08-23,pop,False,223.293,0.449,0.756,0.13,0.114,-8.746
2Rk4JlNc2TPmZe2af99d45,,Taylor Swift,Lover,2019-08-23,pop,False,193.0,0.83,0.61,0.033,0.118,-4.105
1SmiQ65iSAbPto6gPFlBYm,It’s Nice To Have A Friend,Taylor Swift,Lover,2019-08-23,,False,150.44,0.175,0.737,0.971,0.171,-9.912
1fzAuUVbzlhZ1lJAx9PtY6,Daylight,Taylor Swift,Lover,2019-08-23,pop,False,293.453,0.496,0.557,0.808,0.0772,-9.602
6epn3r7S14KUqlReYr77hA,Baby,Justin Bieber,My World 2.0,2010-01-01,canadian pop,False,214.24,0.859,0.728,0.0401,0.111,-5.237
3rLIv187BhjyweFe89SgLn,Somebody To Love,Justin Bieber,My World 2.0,2010-01-01,canadian pop,False,220.92,0.833,0.714,0.00249,0.298,-5.239
1DyV9obL0pPibOjW5ufg15,Stuck In The Moment,Justin Bieber,My World 2.0,,canadian pop,False,222.96,0.698,0.721,0.165,0.133,
6Xw2FLih8m5ItDbyP992HH,U Smile,Justin Bieber,My World 2.0,2010-01-01,canadian pop,False,196.907,0.59,0.705,0.504,0.116,-5.308
1xgN9KBVVoTNygpYjpXnvH,Runaway Love,Justin Bieber,My World 2.0,2010-01-01,canadian pop,False,212.573,0.65,0.754,0.0833,0.177,-6.046
01BlGnXpLuC0BjgUxVYZFb,Never Let You Go,Justin Bieber,My World 2.0,2010-01-01,,False,264.4,0.811,0.66,0.00141,0.251,-4.852
1tzkJMX3gNjnpcHdLD0pM3,Overboard,Justin Bieber,My World 2.0,2010-01-01,canadian pop,False,251.187,0.788,0.479,0.183,0.146,-5.212
75vEuMA15pb8JmgrGugHEs,Eenie Meenie,Justin Bieber,My World 2.0,2010-01-01,canadian pop,False,202.627,0.588,0.718,0.0525,0.0991,-4.192
7wj1Lb5ggzMWJ9TqZJ2dwo,Up,Justin Bieber,My World 2.0,2010-01-01,canadian pop,False,234.933,0.717,0.711,0.084,0.09,-4.317
0aPZbnkMoWJaJ5CNVLCj8S,That Should Be Me,Justin Bieber,My World 2.0,2010-01-01,canadian pop,False,232.72,0.603,0.552,0.199,0.151,-5.71
2LuvP4ZdcuibKyOJm2sV9E,Mustapha,Queen,Jazz,1978-11-10,classic rock,False,180.64,0.743,0.6,0.486,0.0665,-8.937
39sH8Fl415P7O8GRP1Td6Z,Fat Bottomed Girls,Queen,Jazz,1978-11-10,classic rock,False,255.533,0.635,0.253,0.0443,0.324,-10.135
56JtQ54M1VF1wlH0Qe5DNg,Jealousy,Queen,Jazz,1978-11-10,classic rock,False,193.507,0.244,0.593,0.371,0.175,-14.191
5rQKjP9forn7JVuiZBj6eZ,Bicycle Race,Queen,Jazz,1978-11-10,classic rock,False,182.0,0.555,0.385,0.0624,0.0298,-10.694
45y7ecKm86mo0qZlxiAMrF,If You Can't Beat Them,,Jazz,,classic rock,False,255.427,0.648,0.437,0.000371,0.205,-10.163
3La5LAAtOfriFxZi97ybSK,Let Me Entertain You,Queen,Jazz,,classic rock,False,181.867,0.813,0.393,0.0201,0.798,-8.532
4rVONof5K5HYxeKKg4LrIG,Dead On Time,Queen,Jazz,1978-11-10,classic rock,False,203.027,0.885,0.303,0.00554,0.225,-8.545
11xsNaZtCXrpfTvsBfvmq5,In Only Seven Days,Queen,Jazz,1978-11-10,classic rock,False,148.867,0.347,0.52,0.368,0.204,-12.639
071dBBTECiX4tEAiXkdh3S,Dreamers Ball,Queen,Jazz,1978-11-10,classic rock,False,210.04,0.295,0.597,0.787,0.416,-11.476
7FjQGY2MuMWDTtr8iXLiE8,Fun It,Queen,Jazz,1978-11-10,classic rock,False,208.8,0.476,0.836,0.0935,0.0657,-11.369
7cn3biwPOacPeUQpFW6Lvc,Leaving Home Ain't Easy,,Jazz,1978-11-10,classic rock,False,194.667,0.315,0.537,0.034,0.109,-14.876
43DHLzDkncpby82Po5jlOZ,Don't Stop Me Now,Queen,Jazz,1978-11-10,classic rock,False,209.56,0.757,0.561,0.0563,0.558,-10.061
1lNI5ekZzfEgvv2pFkiyOk,More Of That Jazz,Queen,Jazz,1978-11-10,classic rock,False,254.827,0.58,0.363,0.0173,0.0832,-10.467
16kAsTEWrmiu9zhtFUcNKG,Fat Bottomed Girls - 1991 Bonus Remix,Queen,Jazz,1978-11-10,classic rock,False,263.333,0.629,0.342,0.00279,0.333,-10.193
1dyBlnbit81JXdW8oYSMer,,,Jazz,,classic rock,False,298.0,0.652,0.569,0.0375,0.0771,-13.358
4oqTFpt6KaGFYc1YHtl7GW,Hollywood Park,The Airborne Toxic Event,Hollywood Park,2020-05-22,indie rock,False,392.747,0.843,0.232,0.00229,0.39,-3.537
1IHBvAGkZjwZpe5YCTBmD2,Brother How Was The War?,The Airborne Toxic Event,Hollywood Park,2020-05-22,indie rock,False,291.12,0.636,0.343,0.0486,0.168,-6.824
42TPjDlBTqXe4ghk620s7M,Carry Me,The Airborne Toxic Event,Hollywood Park,2020-05-22,indie rock,False,253.64,0.652,0.512,0.246,0.116,-6.421
5NUwYC6py4ebKmBb1bGj4a,Come On Out,The Airborne Toxic Event,Hollywood Park,2020-05-22,indie rock,False,278.013,0.606,0.585,0.00949,0.0612,-3.955
5QGzHplRm2hoeDCUFeVdaE,I Don't Want To Be Here Anymore,The Airborne Toxic Event,Hollywood Park,2020-05-22,indie rock,False,274.587,0.772,0.358,3.97e-05,0.0944,-5.213
1E0CBVTK2scLIBWu5zaTim,All The Children,The Airborne Toxic Event,Hollywood Park,2020-05-22,indie rock,False,299.56,0.696,0.629,0.00507,0.417,-7.251
5FlpT77cryUZdVvZS553iq,Everything I Love Is Broken,The Airborne Toxic Event,Hollywood Park,2020-05-22,indie rock,False,230.133,0.689,0.564,0.154,0.117,-7.939
03yvpeuh4RAdll4yTb6hsr,All These Engagements,The Airborne Toxic Event,Hollywood Park,2020-05-22,indie rock,False,280.213,0.52,0.557,0.00231,0.125,-6.96
6qsCNxes9ZyO6o8h3fwsuc,The Place We Meet A Thousand Feet Beneath The Racetrack,The Airborne Toxic Event,Hollywood Park,2020-05-22,indie rock,False,180.093,0.43,0.4,0.129,0.0866,-11.004
7FKf5CbvkYF1QCkH1vpEji,The Common Touch,The Airborne Toxic Event,Hollywood Park,2020-05-22,indie rock,True,307.667,0.559,0.556,0.0352,0.251,-7.378
78PMlsFpYjKyCnuAkUxXIO,The Place We Meet A Thousand Feet Beneath The Racetrack - Reprise,The Airborne Toxic Event,Hollywood Park,2020-05-22,indie rock,False,141.453,0.238,0.244,0.868,0.444,-15.786
4NAb64EBu92pbG13OiVvlI,True.,The Airborne Toxic Event,Hollywood Park,2020-05-22,indie rock,False,276.12,0.608,0.497,0.000557,0.347,-6.606
6wUU6ff7O1jlE4NOrv01gI,re:member,Ólafur Arnalds,re:member,2018-08-24,bow pop,False,364.648,0.336,0.366,0.968,0.0898,-17.407
4x4g6v6b54vD1LmjreABrY,unfold,Ólafur Arnalds,re:member,2018-08-24,bow pop,False,238.429,0.191,0.743,0.982,0.0909,-19.987
5RqKo9P4DLA0bVyY70cWkr,saman,Ólafur Arnalds,re:member,2018-08-24,bow pop,False,131.923,0.0238,0.583,0.994,0.103,-32.244
1MjgqS0UuDJc0nfwVLKSXy,brot,Ólafur Arnalds,re:member,2018-08-24,bow pop,False,174.4,0.127,0.11,0.961,0.28,-21.969
4G5JEepKqWXQczsGinBPGY,inconsist,Ólafur Arnalds,re:member,2018-08-24,bow pop,False,271.889,0.49,0.513,0.941,0.13,-15.725
4tnWEXeAgZWTRULCkJ6IGL,they sink,Ólafur Arnalds,re:member,2018-08-24,bow pop,False,155.485,0.0564,0.435,0.99,0.113,-27.616
7b44iVYyWxXXhxtfIU3NTW,,Ólafur Arnalds,re:member,2018-08-24,bow pop,False,235.534,0.158,0.36,0.988,0.104,-24.235
5WwCAJy1ZuiN6Cn8xkSDgG,,Ólafur Arnalds,re:member,2018-08-24,bow pop,False,196.088,0.1,0.203,0.963,0.139,-19.911
2vD20Aj8Ru9NAmJl1Ca2qS,momentary,Ólafur Arnalds,re:member,2018-08-24,bow pop,False,125.413,0.00693,0.429,0.995,0.0711,-31.051
3u2R3fpfSNwvEWDzSVcXVS,undir,Ólafur Arnalds,re:member,2018-08-24,bow pop,False,390.691,0.479,0.397,0.779,0.0887,-15.03
7fRvTEbngyFprSPRvRDyM8,ekki hugsa,Ólafur Arnalds,re:member,2018-08-24,bow pop,False,281.5,0.363,0.61,0.978,0.108,-17.123
3YjTarxfHHEBUWqW5532uv,nyepi,Ólafur Arnalds,re:member,2018-08-24,bow pop,False,254.297,0.0103,0.388,0.984,0.188,-32.164
3VlW71ZRJPEjd17W0bW28D,Donda Chant,Kanye West,Donda,2021-08-29,chicago rap,False,52.062,0.0474,0.702,0.00516,0.147,-15.198
42ZrMq4BKsWDrrbMnMRYaK,Jail,Kanye West,Donda,2021-08-29,chicago rap,False,297.0,0.571,0.458,0.535,0.0846,-6.739
1dPNJDYuW9QAtkOpK3eBvO,God Breathed,Kanye West,Donda,2021-08-29,chicago rap,False,333.462,0.311,0.325,0.289,0.11,-7.481
2gbMPBrBVj3CuNTLp2dHYs,Off The Grid,Kanye West,Donda,2021-08-29,chicago rap,False,339.25,0.64,0.546,0.0438,0.137,-5.582
0RbW8kWozrVSIGb4V13o0o,Hurricane,Kanye West,Donda,2021-08-29,chicago rap,False,243.187,0.561,0.587,0.0466,0.109,-6.569
0Zm7NKJgoKY6ZWwtoEUILK,Praise God,Kanye West,Donda,2021-08-29,chicago rap,False,226.653,0.545,0.798,0.00904,0.258,-6.466
3gWzTnziivUYzqXtnvgN8q,Jonah,Kanye West,Donda,2021-08-29,chicago rap,False,195.17,0.431,0.459,0.795,0.274,-8.375
4VYEnxm7lmtG5sEEbcmORB,Ok Ok,Kanye West,Donda,2021-08-29,chicago rap,False,204.63,0.471,0.738,0.319,0.13,-9.208
1aF9TeHZbe6OVo9dtjPuzK,Junya,Kanye West,Donda,2021-08-29,chicago rap,False,147.669,0.69,0.752,0.27,0.303,-3.948
73uxnSsFMeJ15POpd3zgrV,Believe What I Say,Kanye West,Donda,2021-08-29,chicago rap,False,242.4,0.656,0.595,0.148,0.47,-7.868
7DBFslKWQzoRgO0HBBkL3u,24,Kanye West,Donda,2021-08-29,chicago rap,False,197.898,0.534,0.386,0.129,0.351,-6.086
3SYLoL8KHxdQPYIkfwmUjN,Remote Control,Kanye West,Donda,2021-08-29,chicago rap,False,198.614,0.548,0.792,0.0784,0.167,-7.079
2Rd4eJ4KwXQQn2sMSToyUM,Moon,Kanye West,Donda,2021-08-29,chicago rap,False,156.091,0.236,0.319,0.898,0.272,-9.644
2ZUJsR8HEktit58X6FuPQM,Heaven and Hell,Kanye West,Donda,2021-08-29,chicago rap,False,145.301,0.422,0.764,0.0409,0.152,-7.265
2TJ1FOCmCBkKm418MjVw5D,Donda,Kanye West,Donda,2021-08-29,chicago rap,False,128.313,0.491,0.534,0.849,0.192,-7.945
4IlOyxGATYUp7YVy5zrSW8,Keep My Spirit Alive,Kanye West,Donda,2021-08-29,chicago rap,False,221.386,0.655,0.467,0.245,0.167,-6.548
56JwgcQcxo08w7YXrBzrA5,Jesus Lord,Kanye West,Donda,2021-08-29,chicago rap,False,538.537,0.713,0.477,0.0984,0.0879,-6.805
2GPTiPR5db727wu1tFvFt4,New Again,,Donda,2021-08-29,chicago rap,False,183.297,0.673,0.679,0.066,0.479,-5.17
34TiQsddaGhd8lmzJfxSzH,Tell The Vision,Kanye West,Donda,2021-08-29,chicago rap,False,104.219,0.417,0.714,0.209,0.105,-11.085
5YRFttxjAEgm2nq5Z2tlqK,Lord I Need You,Kanye West,Donda,2021-08-29,chicago rap,False,162.108,0.428,0.711,0.145,0.534,-7.274
7up5MwPUHQdv4DkzQRHRWP,Pure Souls,Kanye West,Donda,2021-08-29,chicago rap,False,358.622,0.528,0.381,0.102,0.269,-6.997
6DZz58CbF0AKw5PCKqNKcM,Come to Life,,Donda,2021-08-29,chicago rap,False,310.394,0.465,0.44,0.689,0.384,-6.592
3onYsG7nB3FwEVHYYWCrIM,No Child Left Behind,Kanye West,Donda,2021-08-29,chicago rap,False,178.061,0.327,0.161,0.00632,0.138,-8.059
7f1w2rZoIf7g56McEUTh5W,Jail pt 2,Kanye West,Donda,2021-08-29,chicago rap,False,297.0,0.572,0.7,0.453,0.0871,-6.459
1QCqedB1ibmRO9x7Ikb5LI,Ok Ok pt 2,,Donda,2021-08-29,chicago rap,False,204.63,0.473,0.641,0.406,0.13,-9.068
7soCc4TpT99bOhJoCiMqFN,Junya pt 2,,Donda,2021-08-29,chicago rap,False,182.635,0.767,0.753,0.309,0.279,-3.773
72dummgz1gSqm8faekYYQh,Jesus Lord pt 2,,Donda,2021-08-29,chicago rap,False,690.732,0.726,0.524,0.0705,0.0877,-6.628
